Entry	Entry name	Gene names	EC number
Q9H8H3	MET7A_HUMAN	METTL7A PRO0066 UNQ1902/PRO4348	2.1.1.-
P00748	FA12_HUMAN	F12	3.4.21.38
Q6P179	ERAP2_HUMAN	ERAP2 LRAP	3.4.11.-
Q9P2T1	GMPR2_HUMAN	GMPR2	1.7.1.7
P49840	GSK3A_HUMAN	GSK3A	2.7.11.26; 2.7.11.1
O43464	HTRA2_HUMAN	HTRA2 OMI PRSS25	3.4.21.108
P04035	HMDH_HUMAN	HMGCR	1.1.1.34
P30519	HMOX2_HUMAN	HMOX2 HO2	1.14.14.18
Q6NYC1	JMJD6_HUMAN	JMJD6 KIAA0585 PSR PTDSR	1.14.11.-
O43240	KLK10_HUMAN	KLK10 NES1 PRSSL1	3.4.21.-
Q9H089	LSG1_HUMAN	LSG1	3.6.1.-
Q9P0L2	MARK1_HUMAN	MARK1 KIAA1477 MARK	2.7.11.1; 2.7.11.26
O43283	M3K13_HUMAN	MAP3K13 LZK	2.7.11.25
Q96GS6	AB17A_HUMAN	ABHD17A C19orf27 FAM108A1	3.1.2.22
Q04771	ACVR1_HUMAN	ACVR1 ACVRLK2	2.7.11.30
Q9UH17	ABC3B_HUMAN	APOBEC3B	3.5.4.38
Q3I5F7	ACOT6_HUMAN	ACOT6 C14orf42	3.1.2.-
P49753	ACOT2_HUMAN	ACOT2 PTE2 PTE2A	3.1.2.2
Q5I7T1	AG10B_HUMAN	ALG10B KCR1	2.4.1.256
Q07075	AMPE_HUMAN	ENPEP	3.4.11.7
Q5T6J7	GNTK_HUMAN	IDNK C9orf103	2.7.1.12
P46926	GNPI1_HUMAN	GNPDA1 GNPI HLN KIAA0060	3.5.99.6
Q9NPH2	INO1_HUMAN	ISYNA1 INO1	5.5.1.4
Q9HA64	KT3K_HUMAN	FN3KRP	2.7.1.172; 2.7.1.-
Q63HM1	KFA_HUMAN	AFMID	3.5.1.9
Q9UBX7	KLK11_HUMAN	KLK11 PRSS20 TLSP UNQ649/PRO1279	3.4.21.-
O60882	MMP20_HUMAN	MMP20	3.4.24.-
Q96EY8	MMAB_HUMAN	MMAB	2.5.1.17
Q8N5J2	MINY1_HUMAN	MINDY1 FAM63A KIAA1390	3.4.19.12
P27361	MK03_HUMAN	MAPK3 ERK1 PRKM3	2.7.11.24
P28482	MK01_HUMAN	MAPK1 ERK2 PRKM1 PRKM2	2.7.11.24
O43488	ARK72_HUMAN	AKR7A2 AFAR AFAR1 AKR7	1.1.1.n11
Q9GZR5	ELOV4_HUMAN	ELOVL4	2.3.1.199
Q99714	HCD2_HUMAN	HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2	1.1.1.35; 1.1.1.62; 1.1.1.239; 1.1.1.178; 1.1.1.53; 1.1.1.159
P09467	F16P1_HUMAN	FBP1 FBP	3.1.3.11
P07954	FUMH_HUMAN	FH	4.2.1.2
P41250	GARS_HUMAN	GARS1 GARS	6.1.1.14; 2.7.7.-
Q8N9F7	GDPD1_HUMAN	GDPD1 GDE4	3.1.4.-
Q96MM7	H6ST2_HUMAN	HS6ST2 PSEC0092	2.8.2.-
Q5U5R9	HECD2_HUMAN	HECTD2	2.3.2.26
P56524	HDAC4_HUMAN	HDAC4 KIAA0288	3.5.1.98
Q5U5Q3	MEX3C_HUMAN	MEX3C RKHD2 RNF194 BM-013	2.3.2.27
Q9UBM8	MGT4C_HUMAN	MGAT4C	2.4.1.145
Q6P1Q9	MET2B_HUMAN	METTL2B	2.1.1.-
Q8WTS1	ABHD5_HUMAN	ABHD5 NCIE2 CGI-58	2.3.1.51
P49189	AL9A1_HUMAN	ALDH9A1 ALDH4 ALDH7 ALDH9	1.2.1.47; 1.2.1.3; 1.2.1.19
Q96SZ5	AEDO_HUMAN	ADO C10orf22	1.13.11.19
Q01432	AMPD3_HUMAN	AMPD3	3.5.4.6
P16066	ANPRA_HUMAN	NPR1 ANPRA	4.6.1.2
Q5MY95	ENTP8_HUMAN	ENTPD8 UNQ2492/PRO5779	3.6.1.5
P29322	EPHA8_HUMAN	EPHA8 EEK HEK3 KIAA1459	2.7.10.1
Q9UBN7	HDAC6_HUMAN	HDAC6 KIAA0901 JM21	3.5.1.98; 3.5.1.-
Q7Z4H3	HDDC2_HUMAN	HDDC2 C6orf74 NS5ATP2 CGI-130	3.1.3.89
P07686	HEXB_HUMAN	HEXB HCC7	3.2.1.52
O00219	HYAS3_HUMAN	HAS3	2.4.1.212
P07288	KLK3_HUMAN	KLK3 APS	3.4.21.77
Q8IYT4	KATL2_HUMAN	KATNAL2	5.6.1.1
Q8WYB5	KAT6B_HUMAN	KAT6B KIAA0383 MORF MOZ2 MYST4	2.3.1.48
Q04759	KPCT_HUMAN	PRKCQ PRKCT	2.7.11.13
Q9BYJ1	LOXE3_HUMAN	ALOXE3	4.2.1.152; 5.4.4.7
Q38SD2	LRRK1_HUMAN	LRRK1 KIAA1790	2.7.11.1
Q9UDY8	MALT1_HUMAN	MALT1 MLT	3.4.22.-
Q12852	M3K12_HUMAN	MAP3K12 ZPK	2.7.11.25
Q9NR34	MA1C1_HUMAN	MAN1C1 MAN1A3 MAN1C	3.2.1.113
Q99683	M3K5_HUMAN	MAP3K5 ASK1 MAPKKK5 MEKK5	2.7.11.25
Q9Y6R4	M3K4_HUMAN	MAP3K4 KIAA0213 MAPKKK4 MEKK4 MTK1	2.7.11.25
Q04609	FOLH1_HUMAN	FOLH1 FOLH NAALAD1 PSM PSMA GIG27	3.4.17.21
P39748	FEN1_HUMAN	FEN1 RAD2	3.1.-.-
P21217	FUT3_HUMAN	FUT3 FT3B LE	2.4.1.65; 2.4.1.-
O43681	GET3_HUMAN	GET3 ARSA ASNA1 TRC40	3.6.-.-
P0CG30	GSTT2_HUMAN	GSTT2B GSTT2	2.5.1.18
Q9H4Y5	GSTO2_HUMAN	GSTO2	2.5.1.18; 1.8.5.1; 1.20.4.2
Q969S8	HDA10_HUMAN	HDAC10	3.5.1.48; 3.5.1.62
Q8WVB3	HEXD_HUMAN	HEXD HEXDC	3.2.1.52
Q9BY66	KDM5D_HUMAN	KDM5D HY HYA JARID1D KIAA0234 SMCY	1.14.11.67
Q9H306	MMP27_HUMAN	MMP27 UNQ2503/PRO5992	3.4.24.-
Q99797	MIPEP_HUMAN	MIPEP MIP	3.4.24.59
O75223	GGCT_HUMAN	GGCT C7orf24 CRF21	4.3.2.9
Q9HCC8	GDPD2_HUMAN	GDPD2 GDE3 OBDPF UNQ1935/PRO4418	3.1.4.43
O75343	GCYB2_HUMAN	GUCY1B2	4.6.1.2
Q9HCL2	GPAT1_HUMAN	GPAM GPAT1 KIAA1560	2.3.1.15
P48506	GSH1_HUMAN	GCLC GLCL GLCLC	6.3.2.2
Q14164	IKKE_HUMAN	IKBKE IKKE IKKI KIAA0151	2.7.11.10
Q8IU81	I2BP1_HUMAN	IRF2BP1	2.3.2.27
Q9NX47	MARH5_HUMAN	MARCHF5 MARCH5 RNF153	2.3.2.27
P80192	M3K9_HUMAN	MAP3K9 MLK1 PRKE1	2.7.11.25
Q8IVH8	M4K3_HUMAN	MAP4K3 RAB8IPL1	2.7.11.1
Q13394	MB211_HUMAN	MAB21L1 CAGR1 Nbla00126	2.7.7.-
P49641	MA2A2_HUMAN	MAN2A2 MANA2X	3.2.1.114
Q7KZI7	MARK2_HUMAN	MARK2 EMK1	2.7.11.1; 2.7.11.26
Q16706	MA2A1_HUMAN	MAN2A1 MANA2	3.2.1.114
P06576	ATPB_HUMAN	ATP5F1B ATP5B ATPMB ATPSB	7.1.2.2
Q9Y2C4	EXOG_HUMAN	EXOG ENDOGL1 ENDOGL2 ENGL	3.1.30.-
O95479	G6PE_HUMAN	H6PD GDH	1.1.1.47; 1.1.1.363; 3.1.1.31
P51570	GALK1_HUMAN	GALK1 GALK	2.7.1.6
Q9Y251	HPSE_HUMAN	HPSE HEP HPA HPA1 HPR1 HPSE1 HSE1	3.2.1.166
P50135	HNMT_HUMAN	HNMT	2.1.1.8
Q13478	IL18R_HUMAN	IL18R1 IL1RRP	3.2.2.6
P50213	IDH3A_HUMAN	IDH3A	1.1.1.41
O43820	HYAL3_HUMAN	HYAL3 LUCA3	3.2.1.35
P07098	LIPG_HUMAN	LIPF	3.1.1.3
Q96KR4	LMLN_HUMAN	LMLN	3.4.24.-
Q9BYK8	HELZ2_HUMAN	HELZ2 KIAA1769 PRIC285	3.6.4.-
Q9BX68	HINT2_HUMAN	HINT2	3.-.-.-
Q6ZQW0	I23O2_HUMAN	IDO2 INDOL1	1.13.11.-
P35475	IDUA_HUMAN	IDUA	3.2.1.76
Q92839	HYAS1_HUMAN	HAS1 HAS	2.4.1.212
Q9UF12	HYPDH_HUMAN	PRODH2 HSPOX1 HYPDH	1.5.5.3; 1.5.5.2
Q9H2U2	IPYR2_HUMAN	PPA2 HSPC124	3.6.1.1
Q8NFU5	IPMK_HUMAN	IPMK IMPK	2.7.1.140; 2.7.1.151; 2.7.1.153
Q9NWZ3	IRAK4_HUMAN	IRAK4	2.7.11.1
P14616	INSRR_HUMAN	INSRR IRR	2.7.10.1
Q5TA45	INT11_HUMAN	INTS11 CPSF3L RC68	3.1.27.-
P12277	KCRB_HUMAN	CKB CKBB	2.7.3.2
Q8IVT5	KSR1_HUMAN	KSR1 KSR	2.7.11.1
Q9UGL1	KDM5B_HUMAN	KDM5B JARID1B PLU1 RBBP2H1	1.14.11.67
Q6ZMR3	LDH6A_HUMAN	LDHAL6A LDHL2	1.1.1.27
Q86U10	LPP60_HUMAN	ASPG C14orf76	3.1.1.5; 3.5.1.1; 3.1.1.47
Q8TD08	MK15_HUMAN	MAPK15 ERK7 ERK8	2.7.11.24
Q99542	MMP19_HUMAN	MMP19 MMP18 RASI	3.4.24.-
Q9UM21	MGT4A_HUMAN	MGAT4A	2.4.1.145
Q86XA0	MET23_HUMAN	METTL23 C17orf95	2.1.1.-
Q96IZ6	MET2A_HUMAN	METTL2A METTL2 HSPC266	2.1.1.-
Q3SYC2	MOGT2_HUMAN	MOGAT2 DC5 DGAT2L5	2.3.1.22
O14638	ENPP3_HUMAN	ENPP3 PDNP3	3.1.4.1; 3.6.1.9
O60427	FADS1_HUMAN	FADS1 FADSD5	1.14.19.44
O95395	GCNT3_HUMAN	GCNT3	2.4.1.102; 2.4.1.148; 2.4.1.150
Q9UII4	HERC5_HUMAN	HERC5 CEB1 CEBP1	2.3.2.-
O75449	KTNA1_HUMAN	KATNA1	5.6.1.1
P05129	KPCG_HUMAN	PRKCG PKCG	2.7.11.13
Q96S38	KS6C1_HUMAN	RPS6KC1 RPK118	2.7.11.1
Q9UQM7	KCC2A_HUMAN	CAMK2A CAMKA KIAA0968	2.7.11.17
P05771	KPCB_HUMAN	PRKCB PKCB PRKCB1	2.7.11.13
P17612	KAPCA_HUMAN	PRKACA PKACA	2.7.11.11
P51511	MMP15_HUMAN	MMP15	3.4.24.-
P08253	MMP2_HUMAN	MMP2 CLG4A	3.4.24.24
Q00266	METK1_HUMAN	MAT1A AMS1 MATA1	2.5.1.6
Q86W50	MET16_HUMAN	METTL16 METT10D	2.1.1.348; 2.1.1.346
Q8N6Q8	MET25_HUMAN	METTL25 C12orf26	2.1.1.-
O15442	MPPD1_HUMAN	MPPED1 C22orf1 FAM1A	3.1.-.-
O95396	MOCS3_HUMAN	MOCS3 UBA4	2.7.7.80; 2.8.1.11
Q9Y5Q0	FADS3_HUMAN	FADS3 CYB5RP	1.14.19.-
P54803	GALC_HUMAN	GALC	3.2.1.46
Q7L622	G2E3_HUMAN	G2E3 KIAA1333	2.3.2.26
Q6VAB6	KSR2_HUMAN	KSR2	2.7.11.1
Q6B0I6	KDM4D_HUMAN	KDM4D JHDM3D JMJD2D	1.14.11.66
Q9H3R0	KDM4C_HUMAN	KDM4C GASC1 JHDM3C JMJD2C KIAA0780	1.14.11.66
Q8N371	KDM8_HUMAN	KDM8 JMJD5	1.14.11.-; 3.4.-.-
Q96PE7	MCEE_HUMAN	MCEE	5.1.99.1
Q09328	MGT5A_HUMAN	MGAT5 GGNT5	2.4.1.155
O14880	MGST3_HUMAN	MGST3	1.11.1.-; 4.4.1.20
Q16820	MEP1B_HUMAN	MEP1B	3.4.24.63
Q9NZB8	MOCS1_HUMAN	MOCS1 MIG11	4.1.99.22; 4.6.1.17
P42345	MTOR_HUMAN	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1	2.7.11.1
Q6P4H8	ACKMT_HUMAN	ATPSCKMT FAM173B	2.1.1.-
Q9BV23	ABHD6_HUMAN	ABHD6	3.1.1.23
Q9BUJ0	ABHEA_HUMAN	ABHD14A UNQ1913/PRO4373	3.-.-.-
Q969T7	5NT3B_HUMAN	NT5C3B NT5C3L	3.1.3.91; 3.1.3.5
P21399	ACOC_HUMAN	ACO1 IREB1	4.2.1.3
Q9UKU0	ACSL6_HUMAN	ACSL6 ACS2 FACL6 KIAA0837 LACS5	6.2.1.3; 6.2.1.15
Q9BV10	ALG12_HUMAN	ALG12 PP14673	2.4.1.260
P49863	GRAK_HUMAN	GZMK TRYP2	3.4.21.-
Q8N0V5	GNT2A_HUMAN	GCNT2 GCNT5 II NACGT1	2.4.1.150
Q76N89	HECW1_HUMAN	HECW1 KIAA0322 NEDL1	2.3.2.26
Q68CP4	HGNAT_HUMAN	HGSNAT TMEM76	2.3.1.78
Q5TCS8	KAD9_HUMAN	AK9 AKD1 AKD2 C6orf199 C6orf224	2.7.4.4; 2.7.4.6
Q5T013	HYI_HUMAN	HYI HT036 SB156	5.3.1.22
Q03426	KIME_HUMAN	MVK	2.7.1.36
Q9Y4C1	KDM3A_HUMAN	KDM3A JHDM2A JMJD1 JMJD1A KIAA0742 TSGA	1.14.11.65
Q9Y337	KLK5_HUMAN	KLK5 SCTE UNQ570/PRO1132	3.4.21.-
Q02156	KPCE_HUMAN	PRKCE PKCE	2.7.11.13
Q14739	LBR_HUMAN	LBR	1.3.1.70
Q13572	ITPK1_HUMAN	ITPK1	2.7.1.134; 2.7.1.159
P27144	KAD4_HUMAN	AK4 AK3 AK3L1	2.7.4.10; 2.7.4.6
Q9NYL2	M3K20_HUMAN	MAP3K20 MLTK ZAK HCCS4	2.7.11.25
Q9NRR6	INP5E_HUMAN	INPP5E	3.1.3.36; 3.1.3.86
Q6PHW0	IYD1_HUMAN	IYD C6orf71 DEHAL1	1.21.1.1
Q92830	KAT2A_HUMAN	KAT2A GCN5 GCN5L2	2.3.1.48; 2.3.1.-
P07864	LDHC_HUMAN	LDHC LDH3 LDHX	1.1.1.27
A6NNE9	MARHB_HUMAN	MARCHF11 MARCH11	2.3.2.27
Q8IVH4	MMAA_HUMAN	MMAA	3.6.-.-
P03956	MMP1_HUMAN	MMP1 CLG	3.4.24.7
P10620	MGST1_HUMAN	MGST1 GST12 MGST	2.5.1.18
Q9UJ68	MSRA_HUMAN	MSRA	1.8.4.11
Q9UQ07	MOK_HUMAN	MOK RAGE RAGE1	2.7.11.22
O75439	MPPB_HUMAN	PMPCB MPPB	3.4.24.64
P22830	HEMH_HUMAN	FECH	4.99.1.1
P49773	HINT1_HUMAN	HINT1 HINT PKCI1 PRKCNH1	3.-.-.-
Q96PE3	INP4A_HUMAN	INPP4A	3.1.3.66
Q96LW2	KS6R_HUMAN	RSKR SGK494	2.7.11.1
P11150	LIPC_HUMAN	LIPC HTGL	3.1.1.3; 3.1.1.5; 3.1.1.32
P54317	LIPR2_HUMAN	PNLIPRP2 PLRP2	3.1.1.26; 3.1.1.3
O75900	MMP23_HUMAN	MMP23B MMP21 MMP22	3.4.24.-
P16455	MGMT_HUMAN	MGMT	2.1.1.63
Q5VT25	MRCKA_HUMAN	CDC42BPA KIAA0451	2.7.11.1
P42285	MTREX_HUMAN	MTREX DOB1 KIAA0052 MTR4 SKIV2L2	3.6.4.13
Q8NCE2	MTMRE_HUMAN	MTMR14 C3orf29	3.1.3.-
Q4G0N4	NAKD2_HUMAN	NADK2 C5orf33 MNADK NADKD1	2.7.1.23
Q6P2I3	FAH2B_HUMAN	FAHD2B	3.-.-.-
Q9NY28	GALT8_HUMAN	GALNT8	2.4.1.41
P22352	GPX3_HUMAN	GPX3 GPXP	1.11.1.9
Q3T906	GNPTA_HUMAN	GNPTAB GNPTA KIAA1208	2.7.8.17
Q02846	GUC2D_HUMAN	GUCY2D CORD6 GUC1A4 GUC2D RETGC RETGC1	4.6.1.2
P20151	KLK2_HUMAN	KLK2	3.4.21.35
P53671	LIMK2_HUMAN	LIMK2	2.7.11.1
P40925	MDHC_HUMAN	MDH1 MDHA	1.1.1.37; 1.1.1.96
Q96L34	MARK4_HUMAN	MARK4 KIAA1860 MARKL1	2.7.11.1
Q56UN5	M3K19_HUMAN	MAP3K19 RCK YSK4	2.7.11.1
P49736	MCM2_HUMAN	MCM2 BM28 CCNL1 CDCL1 KIAA0030	3.6.4.12
P50281	MMP14_HUMAN	MMP14	3.4.24.80
Q9H7H0	MET17_HUMAN	METTL17 METT11D1	2.1.1.-
Q99685	MGLL_HUMAN	MGLL	3.1.1.23
P36551	HEM6_HUMAN	CPOX CPO CPX	1.3.3.3
P83110	HTRA3_HUMAN	HTRA3 PRSP	3.4.21.-
P06213	INSR_HUMAN	INSR	2.7.10.1
P50053	KHK_HUMAN	KHK	2.7.1.3
Q14012	KCC1A_HUMAN	CAMK1	2.7.11.17
Q13554	KCC2B_HUMAN	CAMK2B CAM2 CAMK2 CAMKB	2.7.11.17
P23368	MAOM_HUMAN	ME2	1.1.1.38
Q9P0N8	MARH2_HUMAN	MARCHF2 MARCH2 RNF172 HSPC240	2.3.2.27
Q96T53	MBOA4_HUMAN	MBOAT4 GOAT OACT4 FKSG89	2.3.1.-
Q9UI43	MRM2_HUMAN	MRM2 FJH1 FTSJ2	2.1.1.-
P49419	AL7A1_HUMAN	ALDH7A1 ATQ1	1.2.1.31; 1.2.1.3; 1.2.1.8
Q5FYA8	ARSH_HUMAN	ARSH	3.1.6.-
Q8IUZ5	AT2L2_HUMAN	PHYKPL AGXT2L2 PP9286	4.2.3.134
O75355	ENTP3_HUMAN	ENTPD3 CD39L3	3.6.1.5
Q96J02	ITCH_HUMAN	ITCH	2.3.2.26
P41229	KDM5C_HUMAN	KDM5C DXS1272E JARID1C SMCX XE169	1.14.11.67
Q8NES3	LFNG_HUMAN	LFNG	2.4.1.222
Q5I0G3	MDH1B_HUMAN	MDH1B	1.1.1.-
Q6UB28	MAP12_HUMAN	METAP1D MAP1D	3.4.11.18
P27448	MARK3_HUMAN	MARK3 CTAK1 EMK2	2.7.11.1
O60942	MCE1_HUMAN	RNGTT CAP1A	3.1.3.33; 2.7.7.50
Q15759	MK11_HUMAN	MAPK11 PRKM11 SAPK2 SAPK2B	2.7.11.24
Q8NBR6	MINY2_HUMAN	MINDY2 FAM63B KIAA1164	3.4.19.12
Q13434	MKRN4_HUMAN	MKRN4P MKRN4 MKRNP5 RNF64 ZNF127L1	2.3.2.27
Q8IWA4	MFN1_HUMAN	MFN1	3.6.5.-
Q86X76	NIT1_HUMAN	NIT1	3.5.1.128
Q9ULX3	NOB1_HUMAN	NOB1 ART4 NOB1P PSMD8BP1 MSTP158	3.1.-.-
P46952	3HAO_HUMAN	HAAO	1.13.11.6
P54646	AAPK2_HUMAN	PRKAA2 AMPK AMPK2	2.7.11.1; 2.7.11.27; 2.7.11.31
P00325	ADH1B_HUMAN	ADH1B ADH2	1.1.1.105
Q9H2A2	AL8A1_HUMAN	ALDH8A1 ALDH12	1.2.1.32
O60312	AT10A_HUMAN	ATP10A ATP10C ATPVA ATPVC KIAA0566	7.6.2.1
Q9H3M9	ATX3L_HUMAN	ATXN3L ATX3L MJDL	3.4.19.12
P98073	ENTK_HUMAN	TMPRSS15 ENTK PRSS7	3.4.21.9
Q9Y2M0	FAN1_HUMAN	FAN1 KIAA1018 MTMR15	3.1.21.-; 3.1.4.1
Q9NW38	FANCL_HUMAN	FANCL PHF9	2.3.2.27
P16591	FER_HUMAN	FER TYK3	2.7.10.2
O95954	FTCD_HUMAN	FTCD	2.1.2.5; 4.3.1.4
Q10981	FUT2_HUMAN	FUT2 SEC2	2.4.1.69; 2.4.1.344
P22694	KAPCB_HUMAN	PRKACB	2.7.11.11
P51812	KS6A3_HUMAN	RPS6KA3 ISPK1 MAPKAPK1B RSK2	2.7.11.1
Q9HCP0	KC1G1_HUMAN	CSNK1G1	2.7.11.1
Q8N752	KC1AL_HUMAN	CSNK1A1L	2.7.11.1
Q9NYP7	ELOV5_HUMAN	ELOVL5 ELOVL2 PRO0530	2.3.1.199
O95278	EPM2A_HUMAN	EPM2A	3.1.3.-; 3.1.3.16; 3.1.3.48
Q495W5	FUT11_HUMAN	FUT11	2.4.1.-
Q6P4F1	FUT10_HUMAN	FUT10	2.4.1.-
Q6UWU2	GLB1L_HUMAN	GLB1L UNQ229/PRO262	3.2.1.-
Q8N3T1	GLT15_HUMAN	GALNT15 GALNTL2 UNQ770/PRO1564	2.4.1.41
P43405	KSYK_HUMAN	SYK	2.7.10.2
Q03164	KMT2A_HUMAN	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	2.1.1.354
P11801	KPSH1_HUMAN	PSKH1	2.7.11.1
P49137	MAPK2_HUMAN	MAPKAPK2	2.7.11.1
Q6P0Q8	MAST2_HUMAN	MAST2 KIAA0807 MAST205	2.7.11.1
Q9P2E8	MARH4_HUMAN	MARCHF4 KIAA1399 MARCH4 RNF174	2.3.2.27
Q16584	M3K11_HUMAN	MAP3K11 MLK3 PTK1 SPRK	2.7.11.25
Q5VSG8	MANEL_HUMAN	MANEAL	3.2.1.-
Q9H479	FN3K_HUMAN	FN3K	2.7.1.171; 2.7.1.172
Q9H0R6	GATA_HUMAN	QRSL1	6.3.5.7
O14556	G3PT_HUMAN	GAPDHS GAPD2 GAPDH2 GAPDS HSD-35 HSD35	1.2.1.12
Q9UJ14	GGT7_HUMAN	GGT7 GGTL3 GGTL5	3.4.19.13; 2.3.2.2
Q6NUI2	GPAT2_HUMAN	GPAT2	2.3.1.15; 2.3.1.51
Q14520	HABP2_HUMAN	HABP2 HGFAL PHBP	3.4.21.-
Q93099	HGD_HUMAN	HGD HGO	1.13.11.5
P54868	HMCS2_HUMAN	HMGCS2	2.3.3.10
O14792	HS3S1_HUMAN	HS3ST1 3OST 3OST1	2.8.2.23
O60725	ICMT_HUMAN	ICMT PCCMT	2.1.1.100
Q12891	HYAL2_HUMAN	HYAL2 LUCA2	3.2.1.35
Q16774	KGUA_HUMAN	GUK1 GMK GMPK	2.7.4.8
O95251	KAT7_HUMAN	KAT7 HBO1 HBOa MYST2	2.3.1.48
Q9NZK5	ADA2_HUMAN	ADA2 ADGF CECR1 IDGFL	3.5.4.4
P31937	3HIDH_HUMAN	HIBADH	1.1.1.31
P23109	AMPD1_HUMAN	AMPD1	3.5.4.6
P55345	ANM2_HUMAN	PRMT2 HMT1 HRMT1L1	2.1.1.319
Q9H993	ARMT1_HUMAN	ARMT1 C6orf211	3.1.3.-; 2.1.1.-
Q9UHY7	ENOPH_HUMAN	ENOPH1 MASA MSTP145	3.1.3.77
O00519	FAAH1_HUMAN	FAAH FAAH1	3.5.1.99; 3.1.1.-
O94923	GLCE_HUMAN	GLCE KIAA0836	5.1.3.17
P19440	GGT1_HUMAN	GGT1 GGT	3.4.19.13; 2.3.2.2; 3.4.19.14
Q8N5D6	GBGT1_HUMAN	GBGT1 UNQ2513/PRO6002	2.4.1.-
Q96DU7	IP3KC_HUMAN	ITPKC IP3KC	2.7.1.127
P03952	KLKB1_HUMAN	KLKB1 KLK3	3.4.21.34
Q8TBB1	LNX1_HUMAN	LNX1 LNX PDZRN2 UNQ574/PRO1136	2.3.2.27
Q96GK7	FAH2A_HUMAN	FAHD2A CGI-105	3.-.-.-
Q13283	G3BP1_HUMAN	G3BP1 G3BP	3.6.4.12; 3.6.4.13
P14324	FPPS_HUMAN	FDPS FPS KIAA1293	2.5.1.10; 2.5.1.1
Q16772	GSTA3_HUMAN	GSTA3	2.5.1.18
P46439	GSTM5_HUMAN	GSTM5	2.5.1.18
P54840	GYS2_HUMAN	GYS2	2.4.1.11
P83105	HTRA4_HUMAN	HTRA4	3.4.21.-
P07099	HYEP_HUMAN	EPHX1 EPHX EPOX	3.3.2.9
Q9ULG1	INO80_HUMAN	INO80 INO80A INOC1 KIAA1259	3.6.4.-
P55073	IOD3_HUMAN	DIO3 ITDI3 TXDI3	1.21.99.3
P06732	KCRM_HUMAN	CKM CKMM	2.7.3.2
Q9UKR0	KLK12_HUMAN	KLK12 KLKL5 UNQ669/PRO1303	3.4.21.-
O75164	KDM4A_HUMAN	KDM4A JHDM3A JMJD2 JMJD2A KIAA0677	1.14.11.66; 1.14.11.69
P14618	KPYM_HUMAN	PKM OIP3 PK2 PK3 PKM2	2.7.1.40
Q92604	LGAT1_HUMAN	LPGAT1 FAM34A KIAA0205	2.3.1.-; 2.3.1.22
Q03154	ACY1_HUMAN	ACY1	3.5.1.14
Q400G9	AMZ1_HUMAN	AMZ1 KIAA1950	3.4.-.-
Q4VNC0	AT135_HUMAN	ATP13A5 UNQ488/PRO1004	7.2.2.-
P19447	ERCC3_HUMAN	ERCC3 XPB XPBC	3.6.4.12
Q92562	FIG4_HUMAN	FIG4 KIAA0274 SAC3	3.1.3.-
Q16394	EXT1_HUMAN	EXT1	2.4.1.224; 2.4.1.225
P31513	FMO3_HUMAN	FMO3	1.14.13.8; 1.14.14.73; 1.14.13.148
P22083	FUT4_HUMAN	FUT4 ELFT FCT3A	2.4.1.-
Q9NXC2	GFOD1_HUMAN	GFOD1 C6orf114	1.-.-.-
P15104	GLNA_HUMAN	GLUL GLNS	6.3.1.2; 2.3.1.225
P21266	GSTM3_HUMAN	GSTM3 GST5	2.5.1.18
P34947	GRK5_HUMAN	GRK5 GPRK5	2.7.11.16
Q9UQ84	EXO1_HUMAN	EXO1 EXOI HEX1	3.1.-.-
Q9NVL1	F86C1_HUMAN	FAM86C1P FAM86C FAM86C1	2.1.1.-
P32455	GBP1_HUMAN	GBP1	3.6.5.-
Q8NE63	HIPK4_HUMAN	HIPK4	2.7.11.1
Q9Y5R4	HEMK1_HUMAN	HEMK1 HEMK	2.1.1.297
P14902	I23O1_HUMAN	IDO1 IDO INDO	1.13.11.52
A2RU49	HYKK_HUMAN	HYKK AGPHD1	2.7.1.81
O00754	MA2B1_HUMAN	MAN2B1 LAMAN MANB	3.2.1.24
A6NK06	IRG1_HUMAN	ACOD1 IRG1	4.1.1.6
Q56NI9	ESCO2_HUMAN	ESCO2	2.3.1.-
P04626	ERBB2_HUMAN	ERBB2 HER2 MLN19 NEU NGL	2.7.10.1
Q9Y2Q3	GSTK1_HUMAN	GSTK1 HDCMD47P	2.5.1.18
Q96AY3	FKB10_HUMAN	FKBP10 FKBP65 PSEC0056	5.2.1.8
P11362	FGFR1_HUMAN	FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR	2.7.10.1
P80404	GABT_HUMAN	ABAT GABAT	2.6.1.19; 2.6.1.22
O43716	GATC_HUMAN	GATC 15E1.2	6.3.5.-
Q9BRQ8	FSP1_HUMAN	AIFM2 AMID PRG3	1.6.5.-
Q49A26	GLYR1_HUMAN	GLYR1 HIBDL NDF NP60	1.-.-.-
Q9H422	HIPK3_HUMAN	HIPK3 DYRK6 FIST3 PKY	2.7.11.1
P13716	HEM2_HUMAN	ALAD	4.2.1.24
Q14240	IF4A2_HUMAN	EIF4A2 DDX2B EIF4F	3.6.4.13
Q01638	ILRL1_HUMAN	IL1RL1 DER4 ST2 T1	3.2.2.6
Q9Y3D8	KAD6_HUMAN	AK6 CINAP AD-004 CGI-137	2.7.4.3
P17252	KPCA_HUMAN	PRKCA PKCA PRKACA	2.7.11.13
